Date/Time,Value,Unit,Averaging Hour
12/16/2020 1:00:00 PM,--,μg/m3,1 Hr
12/16/2020 2:00:00 PM,8,μg/m3,1 Hr
12/16/2020 3:00:00 PM,15,μg/m3,1 Hr
12/16/2020 4:00:00 PM,14,μg/m3,1 Hr
12/16/2020 5:00:00 PM,19,μg/m3,1 Hr
12/16/2020 6:00:00 PM,15,μg/m3,1 Hr
12/16/2020 7:00:00 PM,16,μg/m3,1 Hr
12/16/2020 8:00:00 PM,21,μg/m3,1 Hr
12/16/2020 9:00:00 PM,22,μg/m3,1 Hr
12/16/2020 10:00:00 PM,17,μg/m3,1 Hr
12/16/2020 11:00:00 PM,26,μg/m3,1 Hr
12/17/2020 12:00:00 AM,27,μg/m3,1 Hr
12/17/2020 1:00:00 AM,32,μg/m3,1 Hr
12/17/2020 2:00:00 AM,31,μg/m3,1 Hr
12/17/2020 3:00:00 AM,33,μg/m3,1 Hr
12/17/2020 4:00:00 AM,33,μg/m3,1 Hr
12/17/2020 5:00:00 AM,29,μg/m3,1 Hr
12/17/2020 6:00:00 AM,21,μg/m3,1 Hr
12/17/2020 7:00:00 AM,24,μg/m3,1 Hr
12/17/2020 8:00:00 AM,25,μg/m3,1 Hr
12/17/2020 9:00:00 AM,31,μg/m3,1 Hr
12/17/2020 10:00:00 AM,26,μg/m3,1 Hr
12/17/2020 11:00:00 AM,15,μg/m3,1 Hr
12/17/2020 12:00:00 PM,5,μg/m3,1 Hr
12/17/2020 1:00:00 PM,2,μg/m3,1 Hr
12/17/2020 2:00:00 PM,--,μg/m3,1 Hr
12/17/2020 3:00:00 PM,--,μg/m3,1 Hr
12/17/2020 4:00:00 PM,10,μg/m3,1 Hr
12/17/2020 5:00:00 PM,12,μg/m3,1 Hr
12/17/2020 6:00:00 PM,9,μg/m3,1 Hr
12/17/2020 7:00:00 PM,11,μg/m3,1 Hr
12/17/2020 8:00:00 PM,18,μg/m3,1 Hr
12/17/2020 9:00:00 PM,26,μg/m3,1 Hr
12/17/2020 10:00:00 PM,26,μg/m3,1 Hr
12/17/2020 11:00:00 PM,29,μg/m3,1 Hr
12/18/2020 12:00:00 AM,26,μg/m3,1 Hr
12/18/2020 1:00:00 AM,29,μg/m3,1 Hr
12/18/2020 2:00:00 AM,35,μg/m3,1 Hr
12/18/2020 3:00:00 AM,24,μg/m3,1 Hr
12/18/2020 4:00:00 AM,23,μg/m3,1 Hr
12/18/2020 5:00:00 AM,18,μg/m3,1 Hr
12/18/2020 6:00:00 AM,17,μg/m3,1 Hr
12/18/2020 7:00:00 AM,23,μg/m3,1 Hr
12/18/2020 8:00:00 AM,15,μg/m3,1 Hr
12/18/2020 9:00:00 AM,18,μg/m3,1 Hr
12/18/2020 10:00:00 AM,26,μg/m3,1 Hr
12/18/2020 11:00:00 AM,9,μg/m3,1 Hr
12/18/2020 12:00:00 PM,2,μg/m3,1 Hr
12/18/2020 1:00:00 PM,0,μg/m3,1 Hr
12/18/2020 2:00:00 PM,0,μg/m3,1 Hr
12/18/2020 3:00:00 PM,9,μg/m3,1 Hr
12/18/2020 4:00:00 PM,9,μg/m3,1 Hr
12/18/2020 5:00:00 PM,12,μg/m3,1 Hr
12/18/2020 6:00:00 PM,14,μg/m3,1 Hr
12/18/2020 7:00:00 PM,24,μg/m3,1 Hr
12/18/2020 8:00:00 PM,32,μg/m3,1 Hr
12/18/2020 9:00:00 PM,41,μg/m3,1 Hr
12/18/2020 10:00:00 PM,49,μg/m3,1 Hr
12/18/2020 11:00:00 PM,47,μg/m3,1 Hr
12/19/2020 12:00:00 AM,53,μg/m3,1 Hr
12/19/2020 1:00:00 AM,54,μg/m3,1 Hr
12/19/2020 2:00:00 AM,48,μg/m3,1 Hr
12/19/2020 3:00:00 AM,46,μg/m3,1 Hr
12/19/2020 4:00:00 AM,36,μg/m3,1 Hr
12/19/2020 5:00:00 AM,28,μg/m3,1 Hr
12/19/2020 6:00:00 AM,29,μg/m3,1 Hr
12/19/2020 7:00:00 AM,25,μg/m3,1 Hr
12/19/2020 8:00:00 AM,20,μg/m3,1 Hr
12/19/2020 9:00:00 AM,16,μg/m3,1 Hr
12/19/2020 10:00:00 AM,16,μg/m3,1 Hr
12/19/2020 11:00:00 AM,4,μg/m3,1 Hr
12/19/2020 12:00:00 PM,1,μg/m3,1 Hr
12/19/2020 1:00:00 PM,1,μg/m3,1 Hr
12/19/2020 2:00:00 PM,2,μg/m3,1 Hr
12/19/2020 3:00:00 PM,7,μg/m3,1 Hr
12/19/2020 4:00:00 PM,--,μg/m3,1 Hr
12/19/2020 5:00:00 PM,5,μg/m3,1 Hr
12/19/2020 6:00:00 PM,10,μg/m3,1 Hr
12/19/2020 7:00:00 PM,12,μg/m3,1 Hr
12/19/2020 8:00:00 PM,21,μg/m3,1 Hr
12/19/2020 9:00:00 PM,35,μg/m3,1 Hr
12/19/2020 10:00:00 PM,42,μg/m3,1 Hr
12/19/2020 11:00:00 PM,55,μg/m3,1 Hr
12/20/2020 12:00:00 AM,59,μg/m3,1 Hr
12/20/2020 1:00:00 AM,49,μg/m3,1 Hr
12/20/2020 2:00:00 AM,42,μg/m3,1 Hr
12/20/2020 3:00:00 AM,27,μg/m3,1 Hr
12/20/2020 4:00:00 AM,16,μg/m3,1 Hr
12/20/2020 5:00:00 AM,20,μg/m3,1 Hr
12/20/2020 6:00:00 AM,19,μg/m3,1 Hr
12/20/2020 7:00:00 AM,16,μg/m3,1 Hr
12/20/2020 8:00:00 AM,10,μg/m3,1 Hr
12/20/2020 9:00:00 AM,14,μg/m3,1 Hr
12/20/2020 10:00:00 AM,8,μg/m3,1 Hr
12/20/2020 11:00:00 AM,5,μg/m3,1 Hr
12/20/2020 12:00:00 PM,0,μg/m3,1 Hr
12/20/2020 1:00:00 PM,0,μg/m3,1 Hr
12/20/2020 2:00:00 PM,1,μg/m3,1 Hr
12/20/2020 3:00:00 PM,7,μg/m3,1 Hr
12/20/2020 4:00:00 PM,--,μg/m3,1 Hr
12/20/2020 5:00:00 PM,6,μg/m3,1 Hr
12/20/2020 6:00:00 PM,11,μg/m3,1 Hr
12/20/2020 7:00:00 PM,22,μg/m3,1 Hr
12/20/2020 8:00:00 PM,28,μg/m3,1 Hr
12/20/2020 9:00:00 PM,28,μg/m3,1 Hr
12/20/2020 10:00:00 PM,37,μg/m3,1 Hr
12/20/2020 11:00:00 PM,46,μg/m3,1 Hr
12/21/2020 12:00:00 AM,42,μg/m3,1 Hr
12/21/2020 1:00:00 AM,33,μg/m3,1 Hr
12/21/2020 2:00:00 AM,24,μg/m3,1 Hr
12/21/2020 3:00:00 AM,20,μg/m3,1 Hr
12/21/2020 4:00:00 AM,14,μg/m3,1 Hr
12/21/2020 5:00:00 AM,15,μg/m3,1 Hr
12/21/2020 6:00:00 AM,16,μg/m3,1 Hr
12/21/2020 7:00:00 AM,17,μg/m3,1 Hr
12/21/2020 8:00:00 AM,10,μg/m3,1 Hr
12/21/2020 9:00:00 AM,14,μg/m3,1 Hr
12/21/2020 10:00:00 AM,11,μg/m3,1 Hr
12/21/2020 11:00:00 AM,6,μg/m3,1 Hr
12/21/2020 12:00:00 PM,2,μg/m3,1 Hr
12/21/2020 1:00:00 PM,5,μg/m3,1 Hr
12/21/2020 2:00:00 PM,10,μg/m3,1 Hr
12/21/2020 3:00:00 PM,14,μg/m3,1 Hr
12/21/2020 4:00:00 PM,11,μg/m3,1 Hr
12/21/2020 5:00:00 PM,13,μg/m3,1 Hr
12/21/2020 6:00:00 PM,19,μg/m3,1 Hr
12/21/2020 7:00:00 PM,17,μg/m3,1 Hr
12/21/2020 8:00:00 PM,28,μg/m3,1 Hr
12/21/2020 9:00:00 PM,39,μg/m3,1 Hr
12/21/2020 10:00:00 PM,23,μg/m3,1 Hr
12/21/2020 11:00:00 PM,1,μg/m3,1 Hr
12/22/2020 12:00:00 AM,10,μg/m3,1 Hr
12/22/2020 1:00:00 AM,21,μg/m3,1 Hr
12/22/2020 2:00:00 AM,25,μg/m3,1 Hr
12/22/2020 3:00:00 AM,29,μg/m3,1 Hr
12/22/2020 4:00:00 AM,30,μg/m3,1 Hr
12/22/2020 5:00:00 AM,15,μg/m3,1 Hr
12/22/2020 6:00:00 AM,15,μg/m3,1 Hr
12/22/2020 7:00:00 AM,33,μg/m3,1 Hr
12/22/2020 8:00:00 AM,38,μg/m3,1 Hr
12/22/2020 9:00:00 AM,33,μg/m3,1 Hr
12/22/2020 10:00:00 AM,27,μg/m3,1 Hr
12/22/2020 11:00:00 AM,18,μg/m3,1 Hr
12/22/2020 12:00:00 PM,10,μg/m3,1 Hr
12/22/2020 1:00:00 PM,10,μg/m3,1 Hr
12/22/2020 2:00:00 PM,14,μg/m3,1 Hr
12/22/2020 3:00:00 PM,15,μg/m3,1 Hr
12/22/2020 4:00:00 PM,12,μg/m3,1 Hr
12/22/2020 5:00:00 PM,10,μg/m3,1 Hr
12/22/2020 6:00:00 PM,14,μg/m3,1 Hr
12/22/2020 7:00:00 PM,18,μg/m3,1 Hr
12/22/2020 8:00:00 PM,18,μg/m3,1 Hr
12/22/2020 9:00:00 PM,13,μg/m3,1 Hr
12/22/2020 10:00:00 PM,16,μg/m3,1 Hr
12/22/2020 11:00:00 PM,12,μg/m3,1 Hr
12/23/2020 12:00:00 AM,11,μg/m3,1 Hr
12/23/2020 1:00:00 AM,16,μg/m3,1 Hr
12/23/2020 2:00:00 AM,15,μg/m3,1 Hr
12/23/2020 3:00:00 AM,20,μg/m3,1 Hr
12/23/2020 4:00:00 AM,22,μg/m3,1 Hr
12/23/2020 5:00:00 AM,31,μg/m3,1 Hr
12/23/2020 6:00:00 AM,35,μg/m3,1 Hr
12/23/2020 7:00:00 AM,48,μg/m3,1 Hr
12/23/2020 8:00:00 AM,55,μg/m3,1 Hr
12/23/2020 9:00:00 AM,61,μg/m3,1 Hr
12/23/2020 10:00:00 AM,64,μg/m3,1 Hr
12/23/2020 11:00:00 AM,49,μg/m3,1 Hr
12/23/2020 12:00:00 PM,38,μg/m3,1 Hr
12/23/2020 1:00:00 PM,31,μg/m3,1 Hr
12/23/2020 2:00:00 PM,22,μg/m3,1 Hr
12/23/2020 3:00:00 PM,24,μg/m3,1 Hr
12/23/2020 4:00:00 PM,24,μg/m3,1 Hr
12/23/2020 5:00:00 PM,42,μg/m3,1 Hr
12/23/2020 6:00:00 PM,45,μg/m3,1 Hr
12/23/2020 7:00:00 PM,27,μg/m3,1 Hr
12/23/2020 8:00:00 PM,6,μg/m3,1 Hr
12/23/2020 9:00:00 PM,8,μg/m3,1 Hr
12/23/2020 10:00:00 PM,6,μg/m3,1 Hr
12/23/2020 11:00:00 PM,11,μg/m3,1 Hr
12/24/2020 12:00:00 AM,10,μg/m3,1 Hr
12/24/2020 1:00:00 AM,6,μg/m3,1 Hr
12/24/2020 2:00:00 AM,10,μg/m3,1 Hr
12/24/2020 3:00:00 AM,10,μg/m3,1 Hr
12/24/2020 4:00:00 AM,13,μg/m3,1 Hr
12/24/2020 5:00:00 AM,11,μg/m3,1 Hr
12/24/2020 6:00:00 AM,7,μg/m3,1 Hr
12/24/2020 7:00:00 AM,13,μg/m3,1 Hr
12/24/2020 8:00:00 AM,10,μg/m3,1 Hr
12/24/2020 9:00:00 AM,9,μg/m3,1 Hr
12/24/2020 10:00:00 AM,11,μg/m3,1 Hr
12/24/2020 11:00:00 AM,15,μg/m3,1 Hr
12/24/2020 12:00:00 PM,10,μg/m3,1 Hr
12/24/2020 1:00:00 PM,8,μg/m3,1 Hr
12/24/2020 2:00:00 PM,9,μg/m3,1 Hr
12/24/2020 3:00:00 PM,8,μg/m3,1 Hr
12/24/2020 4:00:00 PM,6,μg/m3,1 Hr
12/24/2020 5:00:00 PM,5,μg/m3,1 Hr
12/24/2020 6:00:00 PM,8,μg/m3,1 Hr
12/24/2020 7:00:00 PM,9,μg/m3,1 Hr
12/24/2020 8:00:00 PM,23,μg/m3,1 Hr
12/24/2020 9:00:00 PM,29,μg/m3,1 Hr
12/24/2020 10:00:00 PM,35,μg/m3,1 Hr
12/24/2020 11:00:00 PM,34,μg/m3,1 Hr
12/25/2020 12:00:00 AM,40,μg/m3,1 Hr
12/25/2020 1:00:00 AM,51,μg/m3,1 Hr
12/25/2020 2:00:00 AM,35,μg/m3,1 Hr
12/25/2020 3:00:00 AM,24,μg/m3,1 Hr
12/25/2020 4:00:00 AM,22,μg/m3,1 Hr
12/25/2020 5:00:00 AM,20,μg/m3,1 Hr
12/25/2020 6:00:00 AM,18,μg/m3,1 Hr
12/25/2020 7:00:00 AM,12,μg/m3,1 Hr
12/25/2020 8:00:00 AM,17,μg/m3,1 Hr
12/25/2020 9:00:00 AM,12,μg/m3,1 Hr
12/25/2020 10:00:00 AM,8,μg/m3,1 Hr
12/25/2020 11:00:00 AM,3,μg/m3,1 Hr
12/25/2020 12:00:00 PM,2,μg/m3,1 Hr
12/25/2020 1:00:00 PM,1,μg/m3,1 Hr
12/25/2020 2:00:00 PM,3,μg/m3,1 Hr
12/25/2020 3:00:00 PM,8,μg/m3,1 Hr
12/25/2020 4:00:00 PM,6,μg/m3,1 Hr
12/25/2020 5:00:00 PM,8,μg/m3,1 Hr
12/25/2020 6:00:00 PM,8,μg/m3,1 Hr
12/25/2020 7:00:00 PM,13,μg/m3,1 Hr
12/25/2020 8:00:00 PM,22,μg/m3,1 Hr
12/25/2020 9:00:00 PM,34,μg/m3,1 Hr
12/25/2020 10:00:00 PM,73,μg/m3,1 Hr
12/25/2020 11:00:00 PM,84,μg/m3,1 Hr
12/26/2020 12:00:00 AM,65,μg/m3,1 Hr
12/26/2020 1:00:00 AM,66,μg/m3,1 Hr
12/26/2020 2:00:00 AM,68,μg/m3,1 Hr
12/26/2020 3:00:00 AM,78,μg/m3,1 Hr
12/26/2020 4:00:00 AM,77,μg/m3,1 Hr
12/26/2020 5:00:00 AM,79,μg/m3,1 Hr
12/26/2020 6:00:00 AM,67,μg/m3,1 Hr
12/26/2020 7:00:00 AM,53,μg/m3,1 Hr
12/26/2020 8:00:00 AM,35,μg/m3,1 Hr
12/26/2020 9:00:00 AM,31,μg/m3,1 Hr
12/26/2020 10:00:00 AM,26,μg/m3,1 Hr
12/26/2020 11:00:00 AM,28,μg/m3,1 Hr
12/26/2020 12:00:00 PM,23,μg/m3,1 Hr
12/26/2020 1:00:00 PM,7,μg/m3,1 Hr
12/26/2020 2:00:00 PM,6,μg/m3,1 Hr
12/26/2020 3:00:00 PM,3,μg/m3,1 Hr
12/26/2020 4:00:00 PM,0,μg/m3,1 Hr
12/26/2020 5:00:00 PM,2,μg/m3,1 Hr
12/26/2020 6:00:00 PM,0,μg/m3,1 Hr
12/26/2020 7:00:00 PM,10,μg/m3,1 Hr
12/26/2020 8:00:00 PM,32,μg/m3,1 Hr
12/26/2020 9:00:00 PM,40,μg/m3,1 Hr
12/26/2020 10:00:00 PM,35,μg/m3,1 Hr
12/26/2020 11:00:00 PM,28,μg/m3,1 Hr
12/27/2020 12:00:00 AM,22,μg/m3,1 Hr
12/27/2020 1:00:00 AM,10,μg/m3,1 Hr
12/27/2020 2:00:00 AM,6,μg/m3,1 Hr
12/27/2020 3:00:00 AM,8,μg/m3,1 Hr
12/27/2020 4:00:00 AM,6,μg/m3,1 Hr
12/27/2020 5:00:00 AM,10,μg/m3,1 Hr
12/27/2020 6:00:00 AM,10,μg/m3,1 Hr
12/27/2020 7:00:00 AM,21,μg/m3,1 Hr
12/27/2020 8:00:00 AM,32,μg/m3,1 Hr
12/27/2020 9:00:00 AM,24,μg/m3,1 Hr
12/27/2020 10:00:00 AM,13,μg/m3,1 Hr
12/27/2020 11:00:00 AM,12,μg/m3,1 Hr
12/27/2020 12:00:00 PM,4,μg/m3,1 Hr
12/27/2020 1:00:00 PM,0,μg/m3,1 Hr
12/27/2020 2:00:00 PM,9,μg/m3,1 Hr
12/27/2020 3:00:00 PM,12,μg/m3,1 Hr
12/27/2020 4:00:00 PM,5,μg/m3,1 Hr
12/27/2020 5:00:00 PM,0,μg/m3,1 Hr
12/27/2020 6:00:00 PM,9,μg/m3,1 Hr
12/27/2020 7:00:00 PM,6,μg/m3,1 Hr
12/27/2020 8:00:00 PM,12,μg/m3,1 Hr
12/27/2020 9:00:00 PM,15,μg/m3,1 Hr
12/27/2020 10:00:00 PM,19,μg/m3,1 Hr
12/27/2020 11:00:00 PM,13,μg/m3,1 Hr
12/28/2020 12:00:00 AM,13,μg/m3,1 Hr
12/28/2020 1:00:00 AM,12,μg/m3,1 Hr
12/28/2020 2:00:00 AM,2,μg/m3,1 Hr
12/28/2020 3:00:00 AM,0,μg/m3,1 Hr
12/28/2020 4:00:00 AM,2,μg/m3,1 Hr
12/28/2020 5:00:00 AM,3,μg/m3,1 Hr
12/28/2020 6:00:00 AM,6,μg/m3,1 Hr
12/28/2020 7:00:00 AM,5,μg/m3,1 Hr
12/28/2020 8:00:00 AM,--,μg/m3,1 Hr
12/28/2020 9:00:00 AM,5,μg/m3,1 Hr
12/28/2020 10:00:00 AM,0,μg/m3,1 Hr
12/28/2020 11:00:00 AM,4,μg/m3,1 Hr
12/28/2020 12:00:00 PM,6,μg/m3,1 Hr
12/28/2020 1:00:00 PM,8,μg/m3,1 Hr
12/28/2020 2:00:00 PM,4,μg/m3,1 Hr
12/28/2020 3:00:00 PM,8,μg/m3,1 Hr
12/28/2020 4:00:00 PM,2,μg/m3,1 Hr
12/28/2020 5:00:00 PM,7,μg/m3,1 Hr
12/28/2020 6:00:00 PM,9,μg/m3,1 Hr
12/28/2020 7:00:00 PM,6,μg/m3,1 Hr
12/28/2020 8:00:00 PM,10,μg/m3,1 Hr
12/28/2020 9:00:00 PM,11,μg/m3,1 Hr
12/28/2020 10:00:00 PM,11,μg/m3,1 Hr
12/28/2020 11:00:00 PM,13,μg/m3,1 Hr
12/29/2020 12:00:00 AM,15,μg/m3,1 Hr
12/29/2020 1:00:00 AM,12,μg/m3,1 Hr
12/29/2020 2:00:00 AM,12,μg/m3,1 Hr
12/29/2020 3:00:00 AM,13,μg/m3,1 Hr
12/29/2020 4:00:00 AM,12,μg/m3,1 Hr
12/29/2020 5:00:00 AM,18,μg/m3,1 Hr
12/29/2020 6:00:00 AM,20,μg/m3,1 Hr
12/29/2020 7:00:00 AM,20,μg/m3,1 Hr
12/29/2020 8:00:00 AM,12,μg/m3,1 Hr
12/29/2020 9:00:00 AM,12,μg/m3,1 Hr
12/29/2020 10:00:00 AM,7,μg/m3,1 Hr
12/29/2020 11:00:00 AM,2,μg/m3,1 Hr
12/29/2020 12:00:00 PM,3,μg/m3,1 Hr
12/29/2020 1:00:00 PM,6,μg/m3,1 Hr
12/29/2020 2:00:00 PM,10,μg/m3,1 Hr
12/29/2020 3:00:00 PM,8,μg/m3,1 Hr
12/29/2020 4:00:00 PM,10,μg/m3,1 Hr
12/29/2020 5:00:00 PM,15,μg/m3,1 Hr
12/29/2020 6:00:00 PM,17,μg/m3,1 Hr
12/29/2020 7:00:00 PM,28,μg/m3,1 Hr
12/29/2020 8:00:00 PM,27,μg/m3,1 Hr
12/29/2020 9:00:00 PM,27,μg/m3,1 Hr
12/29/2020 10:00:00 PM,32,μg/m3,1 Hr
12/29/2020 11:00:00 PM,35,μg/m3,1 Hr
12/30/2020 12:00:00 AM,31,μg/m3,1 Hr
12/30/2020 1:00:00 AM,35,μg/m3,1 Hr
12/30/2020 2:00:00 AM,43,μg/m3,1 Hr
12/30/2020 3:00:00 AM,37,μg/m3,1 Hr
12/30/2020 4:00:00 AM,35,μg/m3,1 Hr
12/30/2020 5:00:00 AM,30,μg/m3,1 Hr
12/30/2020 6:00:00 AM,22,μg/m3,1 Hr
12/30/2020 7:00:00 AM,20,μg/m3,1 Hr
12/30/2020 8:00:00 AM,17,μg/m3,1 Hr
12/30/2020 9:00:00 AM,13,μg/m3,1 Hr
12/30/2020 10:00:00 AM,10,μg/m3,1 Hr
12/30/2020 11:00:00 AM,5,μg/m3,1 Hr
12/30/2020 12:00:00 PM,2,μg/m3,1 Hr
12/30/2020 1:00:00 PM,4,μg/m3,1 Hr
12/30/2020 2:00:00 PM,0,μg/m3,1 Hr
12/30/2020 3:00:00 PM,3,μg/m3,1 Hr
12/30/2020 4:00:00 PM,12,μg/m3,1 Hr
12/30/2020 5:00:00 PM,11,μg/m3,1 Hr
12/30/2020 6:00:00 PM,16,μg/m3,1 Hr
12/30/2020 7:00:00 PM,20,μg/m3,1 Hr
12/30/2020 8:00:00 PM,25,μg/m3,1 Hr
12/30/2020 9:00:00 PM,32,μg/m3,1 Hr
12/30/2020 10:00:00 PM,42,μg/m3,1 Hr
12/30/2020 11:00:00 PM,41,μg/m3,1 Hr
12/31/2020 12:00:00 AM,37,μg/m3,1 Hr
12/31/2020 1:00:00 AM,46,μg/m3,1 Hr
12/31/2020 2:00:00 AM,42,μg/m3,1 Hr
12/31/2020 3:00:00 AM,44,μg/m3,1 Hr
12/31/2020 4:00:00 AM,39,μg/m3,1 Hr
12/31/2020 5:00:00 AM,39,μg/m3,1 Hr
12/31/2020 6:00:00 AM,32,μg/m3,1 Hr
12/31/2020 7:00:00 AM,27,μg/m3,1 Hr
12/31/2020 8:00:00 AM,32,μg/m3,1 Hr
12/31/2020 9:00:00 AM,24,μg/m3,1 Hr
12/31/2020 10:00:00 AM,17,μg/m3,1 Hr
12/31/2020 11:00:00 AM,5,μg/m3,1 Hr
12/31/2020 12:00:00 PM,0,μg/m3,1 Hr
12/31/2020 1:00:00 PM,0,μg/m3,1 Hr
12/31/2020 2:00:00 PM,3,μg/m3,1 Hr
12/31/2020 3:00:00 PM,1,μg/m3,1 Hr
12/31/2020 4:00:00 PM,--,μg/m3,1 Hr
12/31/2020 5:00:00 PM,1,μg/m3,1 Hr
12/31/2020 6:00:00 PM,7,μg/m3,1 Hr
12/31/2020 7:00:00 PM,11,μg/m3,1 Hr
12/31/2020 8:00:00 PM,30,μg/m3,1 Hr
12/31/2020 9:00:00 PM,28,μg/m3,1 Hr
12/31/2020 10:00:00 PM,75,μg/m3,1 Hr
12/31/2020 11:00:00 PM,108,μg/m3,1 Hr